ENTREZID;ENSEMBL;SYMBOL;GENENAME
400927;NA;TPTEP2;TPTE pseudogene 2
3761;ENSG00000168135;KCNJ4;potassium inwardly rectifying channel subfamily J member 4
11015;ENSG00000100196;KDELR3;KDEL endoplasmic reticulum protein retention receptor 3
10521;ENSG00000100201;DDX17;DEAD-box helicase 17
11144;ENSG00000100206;DMC1;DNA meiotic recombinase 1
646851;ENSG00000184949;FAM227A;family with sequence similarity 227 member A
25776;ENSG00000100211;CBY1;chibby family member 1, beta catenin antagonist
100506326;NA;NA;NA
56993;ENSG00000100216;TOMM22;translocase of outer mitochondrial membrane 22
100506349;NA;NA;NA
9929;ENSG00000100221;JOSD1;Josephin domain containing 1
9567;ENSG00000100226;GTPBP1;GTP binding protein 1
25777;ENSG00000100242;SUN2;Sad1 and UNC84 domain containing 2
10126;ENSG00000100246;DNAL4;dynein axonemal light chain 4
23467;ENSG00000221890;NPTXR;neuronal pentraxin receptor
100506361;NA;NA;NA
23466;ENSG00000183741;CBX6;chromobox 6
100506375;NA;NA;NA
9582;ENSG00000179750;APOBEC3B;apolipoprotein B mRNA editing enzyme catalytic subunit 3B
27350;ENSG00000244509;APOBEC3C;apolipoprotein B mRNA editing enzyme catalytic subunit 3C
140564;ENSG00000243811;APOBEC3D;apolipoprotein B mRNA editing enzyme catalytic subunit 3D
200316;ENSG00000128394;APOBEC3F;apolipoprotein B mRNA editing enzyme catalytic subunit 3F
60489;ENSG00000239713;APOBEC3G;apolipoprotein B mRNA editing enzyme catalytic subunit 3G
164668;ENSG00000100298;APOBEC3H;apolipoprotein B mRNA editing enzyme catalytic subunit 3H
23492;ENSG00000100307;CBX7;chromobox 7
200317;NA;NA;NA
5155;ENSG00000100311;PDGFB;platelet derived growth factor subunit B
6122;ENSG00000100316;RPL3;ribosomal protein L3
116938;ENSG00000209480;SNORD83B;small nucleolar RNA, C/D box 83B
116937;ENSG00000209482;SNORD83A;small nucleolar RNA, C/D box 83A
116936;NA;SNORD139;small nucleolar RNA, C/D box 139
26807;ENSG00000263764;SNORD43;small nucleolar RNA, C/D box 43
9145;ENSG00000100321;SYNGR1;synaptogyrin 1
10454;ENSG00000100324;TAB1;TGF-beta activated kinase 1 (MAP3K7) binding protein 1
100506472;NA;LOC100506472;uncharacterized LOC100506472
4248;ENSG00000128268;MGAT3;beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
100506493;NA;NA;NA
54471;ENSG00000100335;MIEF1;mitochondrial elongation factor 1
468;ENSG00000128272;ATF4;activating transcription factor 4
91582;ENSG00000187051;RPS19BP1;ribosomal protein S19 binding protein 1
8911;ENSG00000100346;CACNA1I;calcium voltage-gated channel subunit alpha1 I
150350;ENSG00000176177;ENTHD1;ENTH domain containing 1
9402;ENSG00000100351;GRAP2;GRB2 related adaptor protein 2
100506525;NA;NA;NA
113828;ENSG00000133477;FAM83F;family with sequence similarity 83 member F
23112;ENSG00000100354;TNRC6B;trinucleotide repeat containing adaptor 6B
158;ENSG00000239900;ADSL;adenylosuccinate lyase
27352;ENSG00000100359;SGSM3;small G protein signaling modulator 3
57591;ENSG00000196588;MRTFA;myocardin related transcription factor A
2847;ENSG00000128285;MCHR1;melanin concentrating hormone receptor 1
10478;ENSG00000100372;SLC25A17;solute carrier family 25 member 17
6767;ENSG00000100380;ST13;ST13 Hsp70 interacting protein
63929;ENSG00000196236;XPNPEP3;X-prolyl aminopeptidase 3
150353;ENSG00000172404;DNAJB7;DnaJ heat shock protein family (Hsp40) member B7
9978;ENSG00000100387;RBX1;ring-box 1
100302237;ENSG00000284015;MIR1281;microRNA 1281
2033;ENSG00000100393;EP300;E1A binding protein p300
83746;ENSG00000100395;L3MBTL2;L3MBTL histone methyl-lysine binding protein 2
100506544;NA;L3MBTL2-AS1;L3MBTL2 antisense RNA 1
150356;ENSG00000100399;CHADL;chondroadherin like
5905;ENSG00000100401;RANGAP1;Ran GTPase activating protein 1
23264;ENSG00000100403;ZC3H7B;zinc finger CCCH-type containing 7B
7008;ENSG00000167074;TEF;TEF transcription factor, PAR bZIP family member
10766;ENSG00000183864;TOB2;transducer of ERBB2, 2
84844;ENSG00000100410;PHF5A;PHD finger protein 5A
50;ENSG00000100412;ACO2;aconitase 2
171568;ENSG00000100413;POLR3H;RNA polymerase III subunit H
27254;ENSG00000172346;CSDC2;cold shock domain containing C2
5372;ENSG00000100417;PMM1;phosphomannomutase 1
100506588;NA;NA;NA
27351;ENSG00000100418;DESI1;desumoylating isopeptidase 1
2547;ENSG00000196419;XRCC6;X-ray repair cross complementing 6
4809;ENSG00000100138;SNU13;small nuclear ribonucleoprotein 13
100506562;NA;NA;NA
79640;ENSG00000184208;C22orf46;CTA-216E10.6
150365;ENSG00000167077;MEI1;meiotic double-stranded break formation protein 1
79879;ENSG00000100147;CCDC134;coiled-coil domain containing 134
6721;ENSG00000198911;SREBF2;sterol regulatory element binding transcription factor 2
407039;ENSG00000207932;MIR33A;microRNA 33a
440829;ENSG00000234965;SHISA8;shisa family member 8
115650;ENSG00000159958;TNFRSF13C;TNF receptor superfamily member 13C
79019;ENSG00000100162;CENPM;centromere protein M
339674;ENSG00000205704;LINC00634;long intergenic non-protein coding RNA 634
55964;ENSG00000100167;SEPTIN3;septin 3
164684;ENSG00000183066;WBP2NL;WBP2 N-terminal like
4668;ENSG00000198951;NAGA;alpha-N-acetylgalactosaminidase
150368;ENSG00000177096;PHETA2;PH domain containing endocytic trafficking adaptor 2
91689;ENSG00000183172;SMDT1;single-pass membrane protein with aspartate rich tail 1
91689;ENSG00000272901;SMDT1;single-pass membrane protein with aspartate rich tail 1
91689;ENSG00000272835;SMDT1;single-pass membrane protein with aspartate rich tail 1
91689;ENSG00000274112;SMDT1;single-pass membrane protein with aspartate rich tail 1
4700;ENSG00000184983;NDUFA6;NADH:ubiquinone oxidoreductase subunit A6
4700;ENSG00000272765;NDUFA6;NADH:ubiquinone oxidoreductase subunit A6
4700;ENSG00000273397;NDUFA6;NADH:ubiquinone oxidoreductase subunit A6
4700;ENSG00000277365;NDUFA6;NADH:ubiquinone oxidoreductase subunit A6
4700;ENSG00000281013;NDUFA6;NADH:ubiquinone oxidoreductase subunit A6
100132273;ENSG00000237037;NDUFA6-DT;NDUFA6 divergent transcript
1565;ENSG00000100197;CYP2D6;cytochrome P450 family 2 subfamily D member 6
1565;ENSG00000272532;CYP2D6;cytochrome P450 family 2 subfamily D member 6
1565;ENSG00000275211;CYP2D6;cytochrome P450 family 2 subfamily D member 6
1565;ENSG00000280905;CYP2D6;cytochrome P450 family 2 subfamily D member 6
1565;ENSG00000282966;CYP2D6;cytochrome P450 family 2 subfamily D member 6
1565;ENSG00000283284;CYP2D6;cytochrome P450 family 2 subfamily D member 6
100287153;NA;NA;NA
1564;ENSG00000205702;CYP2D7;cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
1564;ENSG00000263181;CYP2D7;cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
1564;ENSG00000278088;CYP2D7;cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
1564;ENSG00000283008;CYP2D7;cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
1564;ENSG00000283373;CYP2D7;cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
6942;ENSG00000100207;TCF20;transcription factor 20
6942;ENSG00000262024;TCF20;transcription factor 20
6942;ENSG00000276461;TCF20;transcription factor 20
6942;ENSG00000280467;TCF20;transcription factor 20
6942;ENSG00000281897;TCF20;transcription factor 20
6942;ENSG00000283026;TCF20;transcription factor 20
6942;ENSG00000282892;TCF20;transcription factor 20
6942;ENSG00000283681;TCF20;transcription factor 20
388906;NA;OGFRP1;opioid growth factor receptor pseudogene 1
100134361;NA;NA;NA
150372;ENSG00000235568;NFAM1;NFAT activating protein with ITAM motif 1
94009;ENSG00000172250;SERHL;serine hydrolase like (pseudogene)
100506662;NA;NA;NA
27341;ENSG00000189306;RRP7A;ribosomal RNA processing 7 homolog A
253190;ENSG00000183569;SERHL2;serine hydrolase like 2
91695;ENSG00000182841;RRP7BP;ribosomal RNA processing 7 homolog B, pseudogene
84271;ENSG00000100227;POLDIP3;DNA polymerase delta interacting protein 3
267010;ENSG00000276027;RNU12;RNA, U12 small nuclear
1727;ENSG00000100243;CYB5R3;cytochrome b5 reductase 3
267020;ENSG00000249222;ATP5MGL;ATP synthase membrane subunit g like
53947;ENSG00000128274;A4GALT;alpha 1,4-galactosyltransferase (P blood group)
26286;ENSG00000242247;ARFGAP3;ADP ribosylation factor GTPase activating protein 3
11252;ENSG00000100266;PACSIN2;protein kinase C and casein kinase substrate in neurons 2
100506679;ENSG00000230319;TTLL1-AS1;TTLL1 antisense RNA 1
25809;ENSG00000100271;TTLL1;tubulin tyrosine ligase like 1
638;ENSG00000100290;BIK;BCL2 interacting killer
27349;ENSG00000100294;MCAT;malonyl-CoA-acyl carrier protein transacylase
706;ENSG00000100300;TSPO;translocator protein
23170;ENSG00000100304;TTLL12;tubulin tyrosine ligase like 12
80274;ENSG00000159307;SCUBE1;signal peptide, CUB domain and EGF like domain containing 1
758;ENSG00000186732;MPPED1;metallophosphoesterase domain containing 1
64800;ENSG00000186976;EFCAB6;EF-hand calcium binding domain 6
25830;ENSG00000130540;SULT4A1;sulfotransferase family 4A member 1
150379;ENSG00000100341;PNPLA5;patatin like phospholipase domain containing 5
80339;ENSG00000100344;PNPLA3;patatin like phospholipase domain containing 3
25813;ENSG00000100347;SAMM50;SAMM50 sorting and assembly machinery component
29780;ENSG00000188677;PARVB;parvin beta
64098;ENSG00000138964;PARVG;parvin gamma
85352;ENSG00000138944;SHISAL1;shisa like 1
84247;ENSG00000188636;RTL6;retrotransposon Gag like 6
388910;ENSG00000187012;LINC00207;long intergenic non-protein coding RNA 207
55615;ENSG00000186654;PRR5;proline rich 5
553158;ENSG00000248405;PRR5-ARHGAP8;PRR5-ARHGAP8 readthrough
23779;ENSG00000241484;ARHGAP8;Rho GTPase activating protein 8
112885;ENSG00000056487;PHF21B;PHD finger protein 21B
100506695;NA;NA;NA
100506714;ENSG00000226328;NUP50-DT;NUP50 divergent transcript
10762;ENSG00000093000;NUP50;nucleoporin 50
23313;ENSG00000100364;KIAA0930;KIAA0930
100302149;ENSG00000221598;MIR1249;microRNA 1249
7380;ENSG00000100373;UPK3A;uroplakin 3A
55007;ENSG00000100376;FAM118A;family with sequence similarity 118 member A
27127;ENSG00000077935;SMC1B;structural maintenance of chromosomes 1B
26150;ENSG00000128408;RIBC2;RIB43A domain with coiled-coils 2
2192;ENSG00000077942;FBLN1;fibulin 1
100506737;ENSG00000238120;LINC01589;long intergenic non-protein coding RNA 1589
25814;ENSG00000130638;ATXN10;ataxin 10
7477;ENSG00000188064;WNT7B;Wnt family member 7B
100506756;NA;NA;NA
730668;ENSG00000280424;LOC730668;dynein heavy chain -like pseudogene
100271722;NA;LINC00899;long intergenic non-protein coding RNA 899
55267;NA;PRR34;PRR34 long non-coding RNA
150381;NA;PRR34-AS1;PRR34 antisense RNA 1
400931;ENSG00000197182;MIRLET7BHG;MIRLET7B host gene
406883;ENSG00000283990;MIRLET7A3;microRNA let-7a-3
406884;ENSG00000284520;MIRLET7B;microRNA let-7b
5465;ENSG00000186951;PPARA;peroxisome proliferator activated receptor alpha
150383;ENSG00000205643;CDPF1;cysteine rich DPF motif domain containing 1
10343;ENSG00000130943;PKDREJ;polycystin family receptor for egg jelly
55020;ENSG00000075234;TTC38;tetratricopeptide repeat domain 38
150384;ENSG00000277232;GTSE1-DT;GTSE1 divergent transcript
51512;ENSG00000075218;GTSE1;G2 and S-phase expressed 1
55687;ENSG00000100416;TRMU;tRNA mitochondrial 2-thiouridylase
9620;ENSG00000075275;CELSR1;cadherin EGF LAG seven-pass G-type receptor 1
100506813;NA;NA;NA
23151;ENSG00000075240;GRAMD4;GRAM domain containing 4
64781;ENSG00000100422;CERK;ceramide kinase
25771;ENSG00000054611;TBC1D22A;TBC1 domain family member 22A
642757;ENSG00000280080;TBC1D22A-AS1;TBC1D22A antisense RNA 1
100128818;NA;LPEQ6126;uncharacterized LOC100128818
400932;ENSG00000205634;LINC00898;long intergenic non-protein coding RNA 898
100422916;ENSG00000266508;MIR3201;microRNA 3201
100506877;NA;NA;NA
25817;ENSG00000219438;TAFA5;TAFA chemokine like family member 5
100506889;NA;NA;NA
100128946;ENSG00000205632;LINC01310;long intergenic non-protein coding RNA 1310
100506932;NA;NA;NA
348645;ENSG00000188511;C22orf34;chromosome 22 putative open reading frame 34
23774;ENSG00000100425;BRD1;bromodomain containing 1
90834;NA;NA;NA
9889;ENSG00000100426;ZBED4;zinc finger BED-type containing 4
79087;ENSG00000182858;ALG12;ALG12 alpha-1,6-mannosyltransferase
79174;ENSG00000184164;CRELD2;cysteine rich with EGF like domains 2
415116;ENSG00000198355;PIM3;Pim-3 proto-oncogene, serine/threonine kinase
400935;ENSG00000188263;IL17REL;interleukin 17 receptor E like
164714;ENSG00000138892;TTLL8;tubulin tyrosine ligase like 8
23209;ENSG00000100427;MLC1;modulator of VRAC current 1
54456;ENSG00000073146;MOV10L1;Mov10 like RISC complex RNA helicase 1
56666;ENSG00000073150;PANX2;pannexin 2
80305;ENSG00000170638;TRABD;TraB domain containing
83642;ENSG00000073169;SELENOO;selenoprotein O
85378;ENSG00000128159;TUBGCP6;tubulin gamma complex associated protein 6
83933;ENSG00000100429;HDAC10;histone deacetylase 10
6300;ENSG00000188130;MAPK12;mitogen-activated protein kinase 12
5600;ENSG00000185386;MAPK11;mitogen-activated protein kinase 11
23654;ENSG00000196576;PLXNB2;plexin B2
414918;ENSG00000205593;DENND6B;DENN domain containing 6B
9701;ENSG00000100239;PPP6R2;protein phosphatase 6 regulatory subunit 2
6305;ENSG00000100241;SBF1;SET binding factor 1
79924;ENSG00000128165;ADM2;adrenomedullin 2
55586;ENSG00000100253;MIOX;myo-inositol oxygenase
91289;ENSG00000100258;LMF2;lipase maturation factor 2
29781;ENSG00000025770;NCAPH2;non-SMC condensin II complex subunit H2
9997;ENSG00000284194;SCO2;synthesis of cytochrome C oxidase 2
1890;ENSG00000025708;TYMP;thymidine phosphorylase
440836;ENSG00000177989;ODF3B;outer dense fiber of sperm tails 3B
113730;ENSG00000130487;KLHDC7B;kelch domain containing 7B
644186;ENSG00000217442;SYCE3;synaptonemal complex central element protein 3
1375;ENSG00000205560;CPT1B;carnitine palmitoyltransferase 1B
386593;ENSG00000254413;CHKB-CPT1B;CHKB-CPT1B readthrough (NMD candidate)
1120;ENSG00000100288;CHKB;choline kinase beta
100144603;ENSG00000205559;CHKB-DT;CHKB divergent transcript
23542;ENSG00000008735;MAPK8IP2;mitogen-activated protein kinase 8 interacting protein 2
100506900;NA;NA;NA
410;ENSG00000100299;ARSA;arylsulfatase A
85358;ENSG00000251322;SHANK3;SH3 and multiple ankyrin repeat domains 3
100506917;NA;NA;NA
49;ENSG00000100312;ACR;acrosin
49;ENSG00000283539;ACR;acrosin
284942;NA;RPL23AP82;ribosomal protein L23a pseudogene 82
11158;ENSG00000079974;RABL2B;RAB, member of RAS oncogene family like 2B
642891;NA;NA;NA
10752;ENSG00000134121;CHL1;cell adhesion molecule L1 like
27255;ENSG00000134115;CNTN6;contactin 6
152330;ENSG00000144619;CNTN4;contactin 4
3568;ENSG00000091181;IL5RA;interleukin 5 receptor subunit alpha
51095;ENSG00000072756;TRNT1;tRNA nucleotidyl transferase 1
51185;ENSG00000113851;CRBN;cereblon
57633;ENSG00000175928;LRRN1;leucine rich repeat neuronal 1
100507555;NA;NA;NA
6419;ENSG00000170364;SETMAR;SET domain and mariner transposase fusion gene
285362;ENSG00000144455;SUMF1;sulfatase modifying factor 1
3708;ENSG00000150995;ITPR1;inositol 1,4,5-trisphosphate receptor type 1
100126791;ENSG00000235947;EGOT;eosinophil granule ontogeny transcript
100507582;ENSG00000235831;BHLHE40-AS1;BHLHE40 antisense RNA 1
8553;ENSG00000134107;BHLHE40;basic helix-loop-helix family member e40
55207;ENSG00000134108;ARL8B;ADP ribosylation factor like GTPase 8B
9695;ENSG00000134109;EDEM1;ER degradation enhancing alpha-mannosidase like protein 1
100507601;NA;NA;NA
2917;ENSG00000196277;GRM7;glutamate metabotropic receptor 7
100288428;ENSG00000227110;LMCD1-AS1;LMCD1 antisense RNA 1
29995;ENSG00000071282;LMCD1;LIM and cysteine rich domains 1
29931;NA;LINC00312;long intergenic non-protein coding RNA 312
51066;ENSG00000125046;SSUH2;ssu-2 homolog
859;ENSG00000182533;CAV3;caveolin 3
5021;ENSG00000180914;OXTR;oxytocin receptor
56852;ENSG00000070950;RAD18;RAD18 E3 ubiquitin protein ligase
9901;ENSG00000196220;SRGAP3;SLIT-ROBO Rho GTPase activating protein 3
100507660;NA;NA;NA
25917;ENSG00000134077;THUMPD3;THUMP domain containing 3
440944;ENSG00000206573;THUMPD3-AS1;THUMPD3 antisense RNA 1
100507618;NA;NA;NA
55209;ENSG00000168137;SETD5;SET domain containing 5
375323;ENSG00000156959;LHFPL4;LHFPL tetraspan subfamily member 4
64419;ENSG00000163719;MTMR14;myotubularin related protein 14
151835;ENSG00000144550;CPNE9;copine family member 9
7862;ENSG00000156983;BRPF1;bromodomain and PHD finger containing 1
4968;ENSG00000114026;OGG1;8-oxoguanine DNA glycosylase
8536;ENSG00000134072;CAMK1;calcium/calmodulin dependent protein kinase I
10474;ENSG00000171148;TADA3;transcriptional adaptor 3
10093;ENSG00000241553;ARPC4;actin related protein 2/3 complex subunit 4
26140;ENSG00000214021;TTLL3;tubulin tyrosine ligase like 3
285367;ENSG00000156990;RPUSD3;RNA pseudouridine synthase D3
63924;ENSG00000187288;CIDEC;cell death inducing DFFA like effector c
84522;ENSG00000171135;JAGN1;jagunal homolog 1
132014;ENSG00000163701;IL17RE;interleukin 17 receptor E
84818;ENSG00000163702;IL17RC;interleukin 17 receptor C
78987;ENSG00000163703;CRELD1;cysteine rich with EGF like domains 1
78987;ENSG00000288550;CRELD1;cysteine rich with EGF like domains 1
285368;ENSG00000163704;PRRT3;proline rich transmembrane protein 3
55831;ENSG00000125037;EMC3;ER membrane protein complex subunit 3
442075;NA;EMC3-AS1;EMC3 antisense RNA 1
401052;NA;NA;NA
152302;ENSG00000186162;CIDECP1;cell death inducing DFFA like effector c pseudogene 1
2177;ENSG00000144554;FANCD2;FA complementation group D2
115795;ENSG00000163705;FANCD2OS;FANCD2 opposite strand
55845;ENSG00000254999;BRK1;BRICK1 subunit of SCAR/WAVE actin nucleating complex
7428;ENSG00000134086;VHL;von Hippel-Lindau tumor suppressor
3656;ENSG00000134070;IRAK2;interleukin 1 receptor associated kinase 2
9797;ENSG00000157014;TATDN2;TatD DNase domain containing 2
84657;ENSG00000231177;LINC00852;long intergenic non-protein coding RNA 852
51738;ENSG00000157017;GHRL;ghrelin and obestatin prepropeptide
100126793;ENSG00000240288;GHRLOS;ghrelin opposite strand/antisense RNA
6396;ENSG00000157020;SEC13;SEC13 homolog, nuclear pore and COPII coat complex component
491;ENSG00000157087;ATP2B2;ATPase plasma membrane Ca2+ transporting 2
100422933;ENSG00000264534;MIR378B;microRNA 378b
100126334;ENSG00000216135;MIR885;microRNA 885
285370;ENSG00000226567;LINC00606;long intergenic non-protein coding RNA 606
6538;ENSG00000132164;SLC6A11;solute carrier family 6 member 11
6529;ENSG00000157103;SLC6A1;solute carrier family 6 member 1
3269;ENSG00000196639;HRH1;histamine receptor H1
10533;ENSG00000197548;ATG7;autophagy related 7
9686;ENSG00000144560;VGLL4;vestigial like family member 4
100133039;NA;NA;NA
132001;ENSG00000144559;TAMM41;TAM41 mitochondrial translocator assembly and maintenance homolog
132001;ENSG00000279643;TAMM41;TAM41 mitochondrial translocator assembly and maintenance homolog
6854;ENSG00000157152;SYN2;synapsin II
7079;ENSG00000157150;TIMP4;TIMP metallopeptidase inhibitor 4
5468;ENSG00000132170;PPARG;peroxisome proliferator activated receptor gamma
80746;ENSG00000154743;TSEN2;tRNA splicing endonuclease subunit 2
23609;ENSG00000075975;MKRN2;makorin ring finger protein 2
5894;ENSG00000132155;RAF1;Raf-1 proto-oncogene, serine/threonine kinase
55287;ENSG00000088726;TMEM40;transmembrane protein 40
23066;ENSG00000144712;CAND2;cullin associated and neddylation dissociated 2 (putative)
6161;ENSG00000144713;RPL32;ribosomal protein L32
619563;ENSG00000207496;SNORA7A;small nucleolar RNA, H/ACA box 7A
9922;ENSG00000144711;IQSEC1;IQ motif and Sec7 domain ArfGEF 1
100128644;NA;NA;NA
23225;ENSG00000132182;NUP210;nucleoporin 210
79885;ENSG00000163517;HDAC11;histone deacetylase 11
2199;ENSG00000163520;FBLN2;fibulin 2
100293612;NA;LOC100293612;uncharacterized LOC100293612
285375;ENSG00000224514;LINC00620;long intergenic non-protein coding RNA 620
7476;ENSG00000154764;WNT7A;Wnt family member 7A
100132526;ENSG00000275340;FGD5P1;FYVE, RhoGEF and PH domain containing 5 pseudogene 1
348825;ENSG00000180438;TPRXL;tetrapeptide repeat homeobox like (pseudogene)
131474;ENSG00000163528;CHCHD4;coiled-coil-helix-coiled-coil-helix domain containing 4
79188;ENSG00000170876;TMEM43;transmembrane protein 43
7508;ENSG00000154767;XPC;XPC complex subunit, DNA damage recognition and repair factor
27258;ENSG00000170860;LSM3;LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
6533;ENSG00000131389;SLC6A6;solute carrier family 6 member 6
80852;ENSG00000144596;GRIP2;glutamate receptor interacting protein 2
51244;ENSG00000154781;CCDC174;coiled-coil domain containing 174
84077;ENSG00000131379;C3orf20;chromosome 3 open reading frame 20
152273;ENSG00000154783;FGD5;FYVE, RhoGEF and PH domain containing 5
100505673;NA;NA;NA
100505641;ENSG00000225733;FGD5-AS1;FGD5 antisense RNA 1
7182;ENSG00000177463;NR2C2;nuclear receptor subfamily 2 group C member 2
64432;ENSG00000131368;MRPS25;mitochondrial ribosomal protein S25
64145;ENSG00000131381;RBSN;rabenosyn, RAB effector
100507273;NA;NA;NA
344875;ENSG00000230524;COL6A4P1;collagen type VI alpha 4 pseudogene 1
23473;ENSG00000131375;CAPN7;calpain 7
100505696;ENSG00000224660;SH3BP5-AS1;SH3BP5 antisense RNA 1
9467;ENSG00000131370;SH3BP5;SH3 domain binding protein 5
131965;ENSG00000206562;METTL6;methyltransferase like 6
85403;ENSG00000144597;EAF1;ELL associated factor 1
8292;ENSG00000206561;COLQ;collagen like tail subunit of asymmetric acetylcholinesterase
100128342;NA;NA;NA
100422868;ENSG00000263573;MIR4270;microRNA 4270
26061;ENSG00000131373;HACL1;2-hydroxyacyl-CoA lyase 1
686;ENSG00000169814;BTD;biotinidase
100505737;NA;NA;NA
23243;ENSG00000206560;ANKRD28;ankyrin repeat domain 28
100422990;ENSG00000264354;MIR3134;microRNA 3134
693148;ENSG00000207815;MIR563;microRNA 563
117248;ENSG00000131386;GALNT15;polypeptide N-acetylgalactosaminyltransferase 15
285381;ENSG00000154813;DPH3;diphthamide biosynthesis 3
92106;ENSG00000154814;OXNAD1;oxidoreductase NAD binding domain containing 1
23180;ENSG00000131378;RFTN1;raftlin, lipid raft linker 1
1618;ENSG00000092345;DAZL;deleted in azoospermia like
23228;ENSG00000154822;PLCL2;phospholipase C like 2
23228;ENSG00000284017;PLCL2;phospholipase C like 2
9779;ENSG00000131374;TBC1D5;TBC1 domain family member 5
100505786;NA;NA;NA
100505801;NA;NA;NA
6304;ENSG00000182568;SATB1;SATB homeobox 1
131096;ENSG00000183960;KCNH8;potassium voltage-gated channel subfamily H member 8
151651;ENSG00000163576;EFHB;EF-hand domain family member B
5868;ENSG00000144566;RAB5A;RAB5A, member RAS oncogene family
151649;ENSG00000183977;PP2D1;protein phosphatase 2C like domain containing 1
8850;ENSG00000114166;KAT2B;lysine acetyltransferase 2B
100422901;ENSG00000266745;MIR3135A;microRNA 3135a
151648;ENSG00000129810;SGO1;shugoshin 1
391518;NA;VENTXP7;VENT homeobox pseudogene 7
79750;ENSG00000151789;ZNF385D;zinc finger protein 385D
100505836;NA;NA;NA
100505877;ENSG00000233153;UBE2E2-AS1;UBE2E2 antisense RNA 1 (head to head)
7325;ENSG00000182247;UBE2E2;ubiquitin conjugating enzyme E2 E2
7324;ENSG00000170142;UBE2E1;ubiquitin conjugating enzyme E2 E1
28512;ENSG00000197885;NKIRAS1;NFKB inhibitor interacting Ras like 1
6138;ENSG00000174748;RPL15;ribosomal protein L15
100505901;NA;NA;NA
9975;ENSG00000174738;NR1D2;nuclear receptor subfamily 1 group D member 2
152024;ENSG00000224074;LINC00691;long intergenic non-protein coding RNA 691
7068;ENSG00000151090;THRB;thyroid hormone receptor beta
100505947;NA;NA;NA
5915;ENSG00000077092;RARB;retinoic acid receptor beta
7155;ENSG00000077097;TOP2B;DNA topoisomerase II beta
55768;ENSG00000151092;NGLY1;N-glycanase 1
54995;ENSG00000151093;OXSM;3-oxoacyl-ACP synthase, mitochondrial
285326;ENSG00000230891;LINC00692;long intergenic non-protein coding RNA 692
116135;ENSG00000179796;LRRC3B;leucine rich repeat containing 3B
152110;ENSG00000163491;NEK10;NIMA related kinase 10
9497;ENSG00000033867;SLC4A7;solute carrier family 4 member 7
8320;ENSG00000163508;EOMES;eomesodermin
152100;ENSG00000187118;CMC1;C-X9-C motif containing 1
64343;ENSG00000163512;AZI2;5-azacytidine induced 2
152098;ENSG00000206559;ZCWPW2;zinc finger CW-type and PWWP domain containing 2
152098;ENSG00000283563;ZCWPW2;zinc finger CW-type and PWWP domain containing 2
27303;ENSG00000144642;RBMS3;RNA binding motif single stranded interacting protein 3
7048;ENSG00000163513;TGFBR2;transforming growth factor beta receptor 2
339896;ENSG00000144644;GADL1;glutamate decarboxylase like 1
201595;ENSG00000163527;STT3B;STT3 oligosaccharyltransferase complex catalytic subunit B
114884;ENSG00000144645;OSBPL10;oxysterol binding protein like 10
344787;ENSG00000197385;ZNF860;zinc finger protein 860
23171;ENSG00000152642;GPD1L;glycerol-3-phosphate dehydrogenase 1 like
152189;ENSG00000170293;CMTM8;CKLF like MARVEL transmembrane domain containing 8
112616;ENSG00000153551;CMTM7;CKLF like MARVEL transmembrane domain containing 7
54918;ENSG00000091317;CMTM6;CKLF like MARVEL transmembrane domain containing 6
51143;ENSG00000144635;DYNC1LI1;dynein cytoplasmic 1 light intermediate chain 1
25904;ENSG00000182973;CNOT10;CCR4-NOT transcription complex subunit 10
389102;NA;NA;NA
131405;ENSG00000206557;TRIM71;tripartite motif containing 71
1233;ENSG00000183813;CCR4;C-C motif chemokine receptor 4
2720;ENSG00000170266;GLB1;galactosidase beta 1
643853;ENSG00000188167;TMPPE;transmembrane protein with metallophosphoesterase domain
10491;ENSG00000170275;CRTAP;cartilage associated protein
26032;ENSG00000173705;SUSD5;sushi domain containing 5
25827;ENSG00000153558;FBXL2;F-box and leucine rich repeat protein 2
7342;ENSG00000153560;UBP1;upstream binding protein 1
23122;ENSG00000163539;CLASP2;cytoplasmic linker associated protein 2
10015;ENSG00000170248;PDCD6IP;programmed cell death 6 interacting protein
100130503;NA;NA;NA
10777;ENSG00000172995;ARPP21;cAMP regulated phosphoprotein 21
406916;ENSG00000207625;MIR128-2;microRNA 128-2
6769;ENSG00000144681;STAC;SH3 and cysteine rich domain
85443;ENSG00000163673;DCLK3;doublecortin like kinase 3
9881;ENSG00000168016;TRANK1;tetratricopeptide repeat and ankyrin repeat containing 1
9852;ENSG00000178567;EPM2AIP1;EPM2A interacting protein 1
4292;ENSG00000076242;MLH1;mutL homolog 1
9209;ENSG00000093167;LRRFIP2;LRR binding FLII interacting protein 2
2803;ENSG00000144674;GOLGA4;golgin A4
339883;ENSG00000198590;C3orf35;chromosome 3 open reading frame 35
